pokemon,format,won,lost,moves
Jigglypuff,[Gen 1] UU,2,2,"['Blizzard', 'Body Slam', 'Fire Blast', 'Thunder Wave']"
Jigglypuff,[Gen 2] NU,0,1,[]
Jigglypuff,[Gen 2] OU,10,25,"['Attract', 'Body Slam', 'Double-Edge', 'Flamethrower', 'Ice Beam', 'Mud-Slap', 'Perish Song', 'Protect', 'Rest', 'Rollout', 'Sing', 'Skull Bash', 'Thunder Wave', 'Thunderbolt']"
Jigglypuff,[Gen 2] UBERS,0,4,['Sing']
Jigglypuff,[Gen 3] OU,4,9,"['Frustration', 'Ice Beam', 'Perish Song', 'Sing', 'Struggle', 'Thunderbolt']"
Jigglypuff,[Gen 3] UBERS,2,2,"['Toxic', 'Wish']"
Jigglypuff,[Gen 3] UU,0,1,[]
Jigglypuff,[Gen 4] OU,3,13,"['Endeavor', 'Flamethrower', 'Gyro Ball', 'Magic Coat', 'Seismic Toss', 'Sing', 'Stealth Rock', 'Swagger', 'Thunder Wave']"
Jigglypuff,[Gen 4] UBERS,2,4,"['Drain Punch', 'Ice Punch', 'Thunder Wave']"
Jirachi,[Gen 1] OU,8,2,"['Amnesia', 'Fire Punch', 'Psychic', 'Rest', 'Thunder Wave', 'Thunderbolt']"
Jirachi,[Gen 3] OU,22461,23525,"['Acid Armor', 'Aerial Ace', 'Agility', 'Amnesia', 'Ancient Power', 'Arm Thrust', 'Assist', 'Astonish', 'Attract', 'Barrage', 'Baton Pass', 'Beat Up', 'Bide', 'Bind', 'Bite', 'Blaze Kick', 'Body Slam', 'Calm Mind', 'Camouflage', 'Comet Punch', 'Confusion', 'Conversion', 'Cosmic Power', 'Cross Chop', 'Crunch', 'Curse', 'Defense Curl', 'Disable', 'Doom Desire', 'Double Kick', 'Double-Edge', 'Dragon Rage', 'Dream Eater', 'Dynamic Punch', 'Earthquake', 'Ember', 'Encore', 'Endeavor', 'Endure', 'Extrasensory', 'Facade', 'False Swipe', 'Feather Dance', 'Fire Punch', 'Flatter', 'Fly', 'Foresight', 'Fury Cutter', 'Future Sight', 'Giga Drain', 'Glare', 'Grudge', 'Guillotine', 'Gust', 'Heal Bell', 'Hidden Power', 'Horn Drill', 'Hydro Cannon', 'Hydro Pump', 'Hyper Voice', 'Ice Beam', 'Ice Punch', 'Icicle Spear', 'Icy Wind', 'Imprison', 'Iron Defense', 'Iron Head', 'Kinesis', 'Knock Off', 'Light Screen', 'Low Kick', 'Luster Purge', 'Mach Punch', 'Meditate', 'Mega Drain', 'Mega Kick', 'Megahorn', 'Metal Claw', 'Meteor Mash', 'Metronome', 'Minimize', 'Mirror Move', 'Mist', 'Mud Sport', 'Mud-Slap', 'Muddy Water', 'Nightmare', 'Octazooka', 'Perish Song', 'Poison Fang', 'Poison Gas', 'Poison Powder', 'Poison Sting', 'Poison Tail', 'Powder Snow', 'Protect', 'Psych Up', 'Psychic', 'Psycho Boost', 'Psywave', 'Rain Dance', 'Rapid Spin', 'Razor Leaf', 'Reflect', 'Refresh', 'Rest', 'Return', 'Rock Smash', 'Rollout', 'Sacred Fire', 'Safeguard', 'Sandstorm', 'Secret Power', 'Shadow Ball', 'Sharpen', 'Silver Wind', 'Skill Swap', 'Skull Bash', 'Slack Off', 'Slam', 'Slash', 'Sleep Talk', 'Smelling Salts', 'Snore', 'Soft-Boiled', 'Spider Web', 'Spikes', 'Spit Up', 'Stealth Rock', 'String Shot', 'Struggle', 'Substitute', 'Sunny Day', 'Supersonic', 'Swagger', 'Swallow', 'Sweet Scent', 'Swift', 'Tackle', 'Tail Whip', 'Taunt', 'Thrash', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Tickle', 'Toxic', 'Water Pulse', 'Waterfall', 'Will-O-Wisp', 'Wish', 'Wrap', 'Yawn', 'Zap Cannon']"
Jirachi,[Gen 3] UBERS,404,431,"['Aerial Ace', 'Agility', 'Body Slam', 'Brick Break', 'Calm Mind', 'Charge', 'Charm', 'Comet Punch', 'Confuse Ray', 'Cosmic Power', 'Curse', 'Cut', 'Defense Curl', 'Disable', 'Dive', 'Doom Desire', 'Double Slap', 'Double Team', 'Double-Edge', 'Dragon Claw', 'Dragon Dance', 'Dragon Rage', 'Drill Peck', 'Dynamic Punch', 'Encore', 'Eruption', 'Explosion', 'Fake Out', 'Fake Tears', 'Feather Dance', 'Fire Blast', 'Fire Punch', 'Flamethrower', 'Future Sight', 'Giga Drain', 'Glare', 'Grass Whistle', 'Gust', 'Hail', 'Haze', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Ice Ball', 'Ice Punch', 'Icicle Spear', 'Icy Wind', 'Imprison', 'Jump Kick', 'Leaf Blade', 'Leech Life', 'Leech Seed', 'Leer', 'Lick', 'Light Screen', 'Lock-On', 'Mega Drain', 'Mega Punch', 'Meteor Mash', 'Metronome', 'Milk Drink', 'Morning Sun', 'Night Shade', 'Pain Split', 'Petal Dance', 'Present', 'Protect', 'Psybeam', 'Psych Up', 'Psychic', 'Rapid Spin', 'Reflect', 'Rest', 'Return', 'Scary Face', 'Scratch', 'Screech', 'Shadow Ball', 'Sharpen', 'Silver Wind', 'Slam', 'Smelling Salts', 'Spikes', 'Spit Up', 'Stockpile', 'Struggle', 'Stun Spore', 'Submission', 'Substitute', 'Sunny Day', 'Surf', 'Swagger', 'Sweet Kiss', 'Sweet Scent', 'Swift', 'Tackle', 'Tail Whip', 'Take Down', 'Teeter Dance', 'Thunder', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Torment', 'Toxic', 'Triple Kick', 'Twister', 'Vital Throw', 'Whirlwind', 'Wish', 'Withdraw']"
Jirachi,[Gen 4] OU,49733,49072,"['Acid', 'Acupressure', 'Air Slash', 'Ancient Power', 'Aqua Jet', 'Aqua Tail', 'Arm Thrust', 'Attack Order', 'Avalanche', 'Bide', 'Blast Burn', 'Blaze Kick', 'Blizzard', 'Body Slam', 'Bone Rush', 'Bounce', 'Brave Bird', 'Brine', 'Bubble Beam', 'Bullet Seed', 'Calm Mind', 'Camouflage', 'Charge Beam', 'Charm', 'Cosmic Power', 'Crush Claw', 'Dark Pulse', 'Defend Order', 'Defense Curl', 'Defog', 'Dive', 'Doom Desire', 'Double Hit', 'Double Kick', 'Double Team', 'Double-Edge', 'Draco Meteor', 'Dragon Breath', 'Dragon Dance', 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Ember', 'Endeavor', 'Energy Ball', 'Facade', 'Fake Tears', 'Fire Fang', 'Fire Punch', 'Flail', 'Flash Cannon', 'Fling', 'Frustration', 'Future Sight', 'Giga Impact', 'Grass Knot', 'Gravity', 'Growl', 'Harden', 'Haze', 'Headbutt', 'Heal Block', 'Healing Wish', 'Heat Wave', 'Hidden Power', 'Hyper Beam', 'Ice Fang', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Head', 'Leaf Blade', 'Leer', 'Light Screen', 'Low Kick', 'Magic Coat', 'Magnitude', 'Meditate', 'Memento', 'Meteor Mash', 'Metronome', 'Milk Drink', 'Mirror Shot', 'Mud Shot', 'Mud-Slap', 'Muddy Water', 'Natural Gift', 'Nature Power', 'Night Slash', 'Outrage', 'Pay Day', 'Payback', 'Perish Song', 'Petal Dance', 'Poison Fang', 'Poison Gas', 'Power Whip', 'Present', 'Protect', 'Psych Up', 'Psychic', 'Psycho Boost', 'Rain Dance', 'Razor Leaf', 'Recycle', 'Reflect', 'Refresh', 'Rest', 'Rock Blast', 'Rock Throw', 'Rolling Kick', 'Rollout', 'Sand Tomb', 'Secret Power', 'Seismic Toss', 'Self-Destruct', 'Shadow Ball', 'Shadow Punch', 'Signal Beam', 'Skill Swap', 'Sky Attack', 'Sleep Talk', 'Sludge', 'Snore', 'Spacial Rend', 'Spit Up', 'Spite', 'Stealth Rock', 'Stone Edge', 'Stored Power', 'Struggle', 'Submission', 'Substitute', 'Sunny Day', 'Swagger', 'Swift', 'Swords Dance', 'Tail Glow', 'Tailwind', 'Take Down', 'Taunt', 'Teleport', 'Thrash', 'Thunder', 'Thunder Fang', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Torment', 'Toxic', 'Tri Attack', 'Trick', 'Trick Room', 'Triple Kick', 'Twister', 'U-Turn', 'Vise Grip', 'Water Pulse', 'Will-O-Wisp', 'Wish', 'Withdraw', 'Wood Hammer', 'Zen Headbutt']"
Jirachi,[Gen 4] UBERS,1829,2060,"['Absorb', 'Acid Armor', 'Air Slash', 'Amnesia', 'Ancient Power', 'Aqua Tail', 'Aromatherapy', 'Attract', 'Aura Sphere', 'Bide', 'Bind', 'Blaze Kick', 'Body Slam', 'Brave Bird', 'Brine', 'Bubble Beam', 'Bulk Up', 'Bullet Seed', 'Calm Mind', 'Captivate', 'Charge Beam', 'Close Combat', 'Constrict', 'Conversion', 'Cosmic Power', 'Cross Chop', 'Cross Poison', 'Crush Claw', 'Crush Grip', 'Curse', 'Cut', 'Dark Void', 'Defense Curl', 'Dive', 'Dizzy Punch', 'Doom Desire', 'Draco Meteor', 'Dragon Dance', 'Dragon Pulse', 'Drain Punch', 'Drill Peck', 'Egg Bomb', 'Endeavor', 'Energy Ball', 'Eruption', 'Fire Blast', 'Fire Punch', 'Flail', 'Flash', 'Flash Cannon', 'Fling', 'Frustration', 'Future Sight', 'Giga Drain', 'Glare', 'Grass Knot', 'Gravity', 'Guard Swap', 'Gust', 'Harden', 'Head Smash', 'Headbutt', 'Heal Bell', 'Heal Block', 'Healing Wish', 'Heat Wave', 'Hidden Power', 'Horn Attack', 'Ice Ball', 'Ice Punch', 'Ice Shard', 'Icicle Spear', 'Icy Wind', 'Imprison', 'Iron Head', 'Judgment', 'Last Resort', 'Lava Plume', 'Leaf Storm', 'Leer', 'Light Screen', 'Lovely Kiss', 'Lucky Chant', 'Lunar Dance', 'Luster Purge', 'Mach Punch', 'Magical Leaf', 'Mean Look', 'Meditate', 'Mega Drain', 'Mega Kick', 'Mega Punch', 'Metal Burst', 'Meteor Mash', 'Metronome', 'Mind Reader', 'Miracle Eye', 'Mist Ball', 'Morning Sun', 'Mud Bomb', 'Mud-Slap', 'Nasty Plot', 'Night Slash', 'Payback', 'Perish Song', 'Petal Dance', 'Poison Fang', 'Poison Powder', 'Poison Sting', 'Power Gem', 'Present', 'Protect', 'Psych Up', 'Psychic', 'Psycho Shift', 'Rapid Spin', 'Razor Wind', 'Reflect', 'Refresh', 'Rest', 'Roar Of Time', 'Rock Blast', 'Rock Climb', 'Rock Throw', 'Rock Wrecker', 'Sacred Fire', 'Scary Face', 'Scratch', 'Screech', 'Secret Power', 'Seismic Toss', 'Shadow Ball', 'Shadow Claw', 'Shadow Punch', 'Shock Wave', 'Signal Beam', 'Silver Wind', 'Sing', 'Slam', 'Slash', 'Sleep Talk', 'Sludge Bomb', 'Smelling Salts', 'Smog', 'Smokescreen', 'Soft-Boiled', 'Sonic Boom', 'Spider Web', 'Spit Up', 'Stealth Rock', 'String Shot', 'Struggle', 'Substitute', 'Sunny Day', 'Super Fang', 'Swagger', 'Swallow', 'Sweet Scent', 'Swift', 'Taunt', 'Thrash', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Toxic Spikes', 'Transform', 'Trick', 'Trump Card', 'Twister', 'U-Turn', 'Vise Grip', 'Volt Tackle', 'Wake-Up Slap', 'Water Sport', 'Waterfall', 'Whirlwind', 'Will-O-Wisp', 'Wish', 'X-Scissor', 'Zen Headbutt']"
Jirachi,[gen 3] OU,6,4,[]
Jirachi,[gen 4] OU,7,7,[]
Jolteon,[Gen 1] OU,8665,10389,"['Agility', 'Amnesia', 'Bide', 'Bite', 'Body Slam', 'Double Kick', 'Double-Edge', 'Earthquake', 'Explosion', 'Flamethrower', 'Flash', 'Focus Energy', 'Growl', 'Hyper Beam', 'Lovely Kiss', 'Mimic', 'Pin Missile', 'Psychic', 'Quick Attack', 'Rage', 'Recover', 'Reflect', 'Rest', 'Sand Attack', 'Skull Bash', 'Sleep Powder', 'Soft-Boiled', 'Substitute', 'Super Fang', 'Swift', 'Tackle', 'Tail Whip', 'Take Down', 'Thunder', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Wrap']"
Jolteon,[Gen 1] UBERS,225,261,"['Agility', 'Bite', 'Body Slam', 'Double Kick', 'Double-Edge', 'Dragon Rage', 'Flash', 'Focus Energy', 'Hyper Beam', 'Mimic', 'Pin Missile', 'Quick Attack', 'Reflect', 'Rest', 'Sand Attack', 'Skull Bash', 'Substitute', 'Swift', 'Thunder', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Wrap']"
Jolteon,[Gen 1] UU,31,37,"['Agility', 'Body Slam', 'Double Kick', 'Pin Missile', 'Rest', 'Sand Attack', 'Thunder Wave', 'Thunderbolt']"
Jolteon,[Gen 2] OU,2060,2682,"['Agility', 'Attract', 'Baton Pass', 'Bite', 'Body Slam', 'Charm', 'Curse', 'Detect', 'Double Kick', 'Double-Edge', 'Explosion', 'Focus Energy', 'Frustration', 'Growl', 'Growth', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Ice Beam', 'Iron Tail', 'Lovely Kiss', 'Mud-Slap', 'Pin Missile', 'Protect', 'Quick Attack', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Roar', 'Sand Attack', 'Shadow Ball', 'Sleep Talk', 'Substitute', 'Sunny Day', 'Swagger', 'Swift', 'Thunder', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Zap Cannon']"
Jolteon,[Gen 2] UBERS,254,220,"['Agility', 'Baton Pass', 'Bite', 'Double Team', 'Growth', 'Hidden Power', 'Hyper Beam', 'Mud-Slap', 'Protect', 'Rain Dance', 'Reflect', 'Rest', 'Roar', 'Shadow Ball', 'Sleep Talk', 'Substitute', 'Swagger', 'Thunder', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Zap Cannon']"
Jolteon,[Gen 2] UU,0,1,"['Agility', 'Baton Pass', 'Thunder']"
Jolteon,[Gen 3] OU,16424,16219,"['Agility', 'Attract', 'Baton Pass', 'Bite', 'Body Slam', 'Charm', 'Curse', 'Dig', 'Double Kick', 'Double-Edge', 'Encore', 'Endure', 'Facade', 'Flail', 'Flash', 'Frustration', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Lovely Kiss', 'Mud-Slap', 'Pin Missile', 'Protect', 'Quick Attack', 'Rain Dance', 'Recover', 'Recycle', 'Rest', 'Return', 'Roar', 'Sand Attack', 'Shadow Ball', 'Shock Wave', 'Stealth Rock', 'Struggle', 'Substitute', 'Sunny Day', 'Swagger', 'Swift', 'Swords Dance', 'Tackle', 'Take Down', 'Thunder', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Tickle', 'Toxic', 'Transform', 'Volt Tackle', 'Wish']"
Jolteon,[Gen 3] UBERS,115,116,"['Agility', 'Baton Pass', 'Bite', 'Body Slam', 'Dig', 'Double Kick', 'Double-Edge', 'Hidden Power', 'Hyper Beam', 'Pin Missile', 'Protect', 'Quick Attack', 'Rain Dance', 'Rest', 'Roar', 'Sand Attack', 'Shadow Ball', 'Shock Wave', 'Substitute', 'Swagger', 'Take Down', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Tickle', 'Toxic', 'Wish']"
Jolteon,[Gen 4] OU,3674,4692,"['Agility', 'Attract', 'Baton Pass', 'Bite', 'Body Slam', 'Charge Beam', 'Charm', 'Covet', 'Curse', 'Detect', 'Dig', 'Discharge', 'Double Kick', 'Double-Edge', 'Endure', 'Facade', 'Fake Tears', 'Flash', 'Frustration', 'Heal Bell', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Light Screen', 'Magnet Rise', 'Mud-Slap', 'Protect', 'Quick Attack', 'Rain Dance', 'Rest', 'Return', 'Roar', 'Shadow Ball', 'Shock Wave', 'Signal Beam', 'Strength', 'Substitute', 'Sunny Day', 'Swagger', 'Taunt', 'Thunder', 'Thunder Fang', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Wish', 'Yawn']"
Jolteon,[Gen 4] UBERS,187,271,"['Agility', 'Baton Pass', 'Bite', 'Body Slam', 'Charge Beam', 'Charm', 'Detect', 'Dig', 'Discharge', 'Double Kick', 'Double-Edge', 'Flash', 'Heal Bell', 'Hidden Power', 'Hyper Beam', 'Light Screen', 'Magnet Rise', 'Pin Missile', 'Protect', 'Quick Attack', 'Rain Dance', 'Return', 'Roar', 'Shadow Ball', 'Shock Wave', 'Signal Beam', 'Strength', 'Substitute', 'Swift', 'Thunder', 'Thunder Fang', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Wish', 'Yawn']"
Jolteon,[gen 1] OU,1,3,[]
Jolteon,[gen 2] OU,1,2,[]
Jolteon,[gen 3] OU,1,3,[]
Jumpluff,[Gen 1] OU,1,0,"['Stun Spore', 'Toxic']"
Jumpluff,[Gen 2] OU,364,323,"['Amnesia', 'Attract', 'Cotton Spore', 'Double-Edge', 'Encore', 'Flash', 'Giga Drain', 'Headbutt', 'Hidden Power', 'Leech Seed', 'Mega Drain', 'Poison Powder', 'Protect', 'Reflect', 'Rest', 'Return', 'Sleep Powder', 'Snore', 'Solar Beam', 'Stun Spore', 'Sunny Day', 'Swagger', 'Synthesis', 'Toxic']"
Jumpluff,[Gen 2] UBERS,9,16,"['Cotton Spore', 'Giga Drain', 'Hidden Power', 'Hyper Beam', 'Leech Seed', 'Poison Powder', 'Sleep Powder', 'Splash', 'Stun Spore', 'Swagger']"
Jumpluff,[Gen 2] UU,163,161,"['Agility', 'Double-Edge', 'Encore', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Protect', 'Reflect', 'Return', 'Sleep Powder', 'Solar Beam', 'Stun Spore', 'Sunny Day', 'Swagger', 'Synthesis', 'Toxic']"
Jumpluff,[Gen 3] OU,490,587,"['Aerial Ace', 'Amnesia', 'Attract', 'Bullet Seed', 'Double-Edge', 'Encore', 'Endure', 'Flash', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Mega Drain', 'Protect', 'Reflect', 'Secret Power', 'Sleep Powder', 'Solar Beam', 'Splash', 'Struggle', 'Stun Spore', 'Substitute', 'Sunny Day', 'Swords Dance', 'Synthesis', 'Toxic']"
Jumpluff,[Gen 3] UBERS,24,50,"['Encore', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Sleep Powder', 'Stun Spore', 'Substitute', 'Swagger', 'Swords Dance', 'Toxic']"
Jumpluff,[Gen 3] UU,29,26,"['Aerial Ace', 'Encore', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Reflect', 'Sleep Powder', 'Stun Spore', 'Substitute', 'Swords Dance', 'Toxic']"
Jumpluff,[Gen 4] NU,43,69,"['Aerial Ace', 'Aromatherapy', 'Encore', 'Giga Drain', 'Grass Knot', 'Leech Seed', 'Memento', 'Reflect', 'Seed Bomb', 'Sleep Powder', 'Solar Beam', 'Stun Spore', 'Substitute', 'Sunny Day', 'Swords Dance', 'Synthesis', 'U-Turn']"
Jumpluff,[Gen 4] OU,87,168,"['Aerial Ace', 'Aromatherapy', 'Attract', 'Bounce', 'Encore', 'Energy Ball', 'Giga Drain', 'Grass Knot', 'Hidden Power', 'Leech Seed', 'Mega Drain', 'Memento', 'Protect', 'Reflect', 'Seed Bomb', 'Sleep Powder', 'Solar Beam', 'Stun Spore', 'Substitute', 'Sunny Day', 'Swords Dance', 'Synthesis', 'Toxic', 'U-Turn']"
Jumpluff,[Gen 4] UBERS,35,48,"['Aerial Ace', 'Bounce', 'Cotton Spore', 'Double-Edge', 'Encore', 'Giga Drain', 'Hidden Power', 'Leech Seed', 'Protect', 'Silver Wind', 'Sleep Powder', 'Struggle', 'Substitute', 'Sunny Day', 'Swords Dance', 'U-Turn']"
Jumpluff,[Gen 4] UU,40,63,"['Aerial Ace', 'Encore', 'Leech Seed', 'Memento', 'Reflect', 'Seed Bomb', 'Sleep Powder', 'Stun Spore', 'Substitute', 'Sunny Day', 'Swords Dance', 'U-Turn']"
Jumpluff,[gen 3] OU,1,0,[]
Jynx,[Gen 1] OU,16669,15625,"['Absorb', 'Acid', 'Acid Armor', 'Agility', 'Amnesia', 'Aurora Beam', 'Barrage', 'Barrier', 'Bide', 'Bind', 'Bite', 'Blizzard', 'Body Slam', 'Bone Club', 'Bonemerang', 'Bubble', 'Bubble Beam', 'Clamp', 'Comet Punch', 'Confuse Ray', 'Confusion', 'Constrict', 'Conversion', 'Counter', 'Crabhammer', 'Cut', 'Defense Curl', 'Dig', 'Disable', 'Dizzy Punch', 'Double Kick', 'Double Slap', 'Double-Edge', 'Dragon Rage', 'Drill Peck', 'Earthquake', 'Egg Bomb', 'Ember', 'Explosion', 'Fire Blast', 'Fire Punch', 'Fire Spin', 'Fissure', 'Flash', 'Fly', 'Fury Attack', 'Fury Swipes', 'Glare', 'Growl', 'Growth', 'Guillotine', 'Gust', 'Haze', 'Headbutt', 'High Jump Kick', 'Horn Drill', 'Hydro Pump', 'Hyper Beam', 'Hypnosis', 'Ice Beam', 'Ice Punch', 'Jump Kick', 'Karate Chop', 'Kinesis', 'Leech Life', 'Leech Seed', 'Leer', 'Lick', 'Light Screen', 'Lovely Kiss', 'Mega Drain', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', 'Minimize', 'Mist', 'Night Shade', 'Pay Day', 'Peck', 'Petal Dance', 'Pin Missile', 'Poison Gas', 'Poison Powder', 'Poison Sting', 'Pound', 'Psybeam', 'Psychic', 'Psywave', 'Quick Attack', 'Rage', 'Razor Leaf', 'Razor Wind', 'Recover', 'Reflect', 'Rest', 'Roar', 'Rock Slide', 'Rock Throw', 'Rolling Kick', 'Sand Attack', 'Scratch', 'Screech', 'Seismic Toss', 'Self-Destruct', 'Sharpen', 'Sing', 'Skull Bash', 'Sky Attack', 'Slam', 'Slash', 'Sleep Powder', 'Sludge', 'Smokescreen', 'Soft-Boiled', 'Solar Beam', 'Sonic Boom', 'Spike Cannon', 'Splash', 'Spore', 'Stomp', 'Strength', 'String Shot', 'Struggle', 'Stun Spore', 'Submission', 'Substitute', 'Super Fang', 'Supersonic', 'Surf', 'Swift', 'Swords Dance', 'Tackle', 'Tail Whip', 'Take Down', 'Teleport', 'Thrash', 'Thunder', 'Thunder Punch', 'Thunder Shock', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Transform', 'Tri Attack', 'Twineedle', 'Water Gun', 'Waterfall', 'Whirlwind', 'Wing Attack', 'Withdraw']"
Jynx,[Gen 1] UBERS,533,670,"['Acid', 'Amnesia', 'Aurora Beam', 'Barrage', 'Bind', 'Blizzard', 'Body Slam', 'Bubble', 'Bubble Beam', 'Constrict', 'Conversion', 'Counter', 'Double Team', 'Drill Peck', 'Fire Spin', 'Flash', 'Fly', 'Glare', 'Hyper Beam', 'Ice Beam', 'Ice Punch', 'Leech Seed', 'Lick', 'Lovely Kiss', 'Metronome', 'Mimic', 'Minimize', 'Mist', 'Pay Day', 'Peck', 'Psychic', 'Reflect', 'Rest', 'Rock Slide', 'Rolling Kick', 'Seismic Toss', 'Slash', 'Sludge', 'Smog', 'Smokescreen', 'Soft-Boiled', 'Splash', 'Struggle', 'Stun Spore', 'Submission', 'Substitute', 'Teleport', 'Thrash', 'Thunder Shock', 'Thunder Wave', 'Toxic', 'Tri Attack', 'Waterfall', 'Whirlwind', 'Wrap']"
Jynx,[Gen 2] OU,3387,2783,"['Attract', 'Blizzard', 'Body Slam', 'Calm Mind', 'Counter', 'Double Slap', 'Double-Edge', 'Dream Eater', 'Dynamic Punch', 'Hidden Power', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Lovely Kiss', 'Mean Look', 'Metronome', 'Mimic', 'Nightmare', 'Perish Song', 'Petal Dance', 'Powder Snow', 'Protect', 'Psychic', 'Quick Attack', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Seismic Toss', 'Shadow Ball', 'Sleep Talk', 'Struggle', 'Substitute', 'Surf', 'Swagger', 'Sweet Kiss', 'Thief', 'Toxic']"
Jynx,[Gen 2] UBERS,23,25,"['Blizzard', 'Body Slam', 'Bubble Beam', 'Dream Eater', 'Hidden Power', 'Ice Beam', 'Ice Punch', 'Lovely Kiss', 'Mean Look', 'Nightmare', 'Perish Song', 'Protect', 'Psychic', 'Rest', 'Seismic Toss', 'Shadow Ball', 'Substitute', 'Thief', 'Toxic']"
Jynx,[Gen 3] OU,2661,2324,"['Attract', 'Blizzard', 'Brick Break', 'Calm Mind', 'Dream Eater', 'Endure', 'Fake Out', 'Fake Tears', 'Focus Punch', 'Hail', 'Hidden Power', 'Ice Beam', 'Ice Punch', 'Light Screen', 'Lovely Kiss', 'Mean Look', 'Meditate', 'Mega Kick', 'Mud-Slap', 'Nightmare', 'Perish Song', 'Protect', 'Psychic', 'Rain Dance', 'Reflect', 'Rest', 'Seismic Toss', 'Shadow Ball', 'Sing', 'Stealth Rock', 'Struggle', 'Substitute', 'Sweet Kiss', 'Taunt', 'Thief', 'Toxic', 'Water Pulse', 'Wish']"
Jynx,[Gen 3] UBERS,24,38,"['Blizzard', 'Bulk Up', 'Calm Mind', 'Cosmic Power', 'Double Slap', 'Fake Tears', 'Fury Swipes', 'Hidden Power', 'Ice Beam', 'Ice Punch', 'Lovely Kiss', 'Mean Look', 'Mega Punch', 'Memento', 'Metronome', 'Perish Song', 'Powder Snow', 'Psychic', 'Reflect', 'Sleep Powder', 'Substitute', 'Swagger', 'Wish', 'Wrap']"
Jynx,[Gen 3] UU,1,1,['Ice Beam']
Jynx,[Gen 4] NU,134,149,"['Calm Mind', 'Fake Out', 'Focus Blast', 'Grass Knot', 'Ice Beam', 'Light Screen', 'Lovely Kiss', 'Nasty Plot', 'Psychic', 'Reflect', 'Substitute', 'Taunt', 'Trick']"
Jynx,[Gen 4] OU,178,240,"['Blizzard', 'Brick Break', 'Calm Mind', 'Counter', 'Dream Eater', 'Endure', 'Energy Ball', 'Fake Out', 'Focus Blast', 'Focus Punch', 'Grass Knot', 'Hail', 'Hidden Power', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Light Screen', 'Lovely Kiss', 'Mean Look', 'Meditate', 'Nasty Plot', 'Perish Song', 'Protect', 'Psychic', 'Reflect', 'Shadow Ball', 'Substitute', 'Sweet Kiss', 'Taunt', 'Toxic', 'Trick', 'Trick Room', 'Wish']"
Jynx,[Gen 4] UBERS,54,54,"['Blizzard', 'Calm Mind', 'Double Slap', 'Energy Ball', 'Fake Out', 'Focus Blast', 'Focus Punch', 'Grass Knot', 'Ice Beam', 'Iron Defense', 'Lovely Kiss', 'Metronome', 'Nasty Plot', 'Nature Power', 'Power Trick', 'Psychic', 'Rock Polish', 'Shadow Ball', 'Solar Beam', 'Tri Attack', 'Water Pulse']"
Jynx,[Gen 4] UU,186,185,"['Blizzard', 'Copycat', 'Counter', 'Energy Ball', 'Fake Out', 'Focus Blast', 'Grass Knot', 'Ice Beam', 'Lovely Kiss', 'Nasty Plot', 'Protect', 'Psychic', 'Shadow Ball', 'Stealth Rock', 'Substitute', 'Taunt', 'Trick']"
Jynx,[gen 1] OU,16,16,[]
Jynx,[gen 2] OU,1,1,[]
Jynx,[gen 3] OU,0,4,[]
Kabuto,[Gen 1] OU,12,29,"['Absorb', 'Bide', 'Blizzard', 'Body Slam', 'Hydro Pump', 'Ice Beam', 'Leech Life', 'Leer', 'Mimic', 'Rage', 'Reflect', 'Scratch', 'Slash', 'Substitute', 'Surf', 'Toxic']"
Kabuto,[Gen 1] UBERS,5,8,"['Blizzard', 'Body Slam', 'Hydro Pump', 'Reflect', 'Scratch', 'Slash']"
